entry_delta,harvest_delta,cagr,max_drawdown,sharpe,final_value
0.6,0.8,0.7149617016385308,-0.8424236056131882,1.0268460739835525,651823841.2095065
0.6,0.9,0.7431225429789925,-0.8363076477130974,1.0553280214507408,849768942.0147098
0.7,0.8,0.6541911985442082,-0.8006494236297494,1.0172469102164223,362253142.58278143
0.7,0.9,0.6552429677798755,-0.8098293936520204,1.0299369353118846,366021619.23952234
0.8,0.9,0.6100127503039041,-0.7849461939061688,1.0307045130426862,233128103.1368174
