date,spot,cash,options_mv,portfolio,n_positions,cash_pct,avg_delta
2025-08-07,567.1340942382812,106981.01206293175,798724.3079079126,905705.3199708444,42,0.11811900593271947,0.7981653494071479
2025-08-08,572.4244384765625,132995.5548072792,804052.546819403,937048.1016266821,42,0.14193033908974753,0.8025116786348543
2025-08-11,570.730712890625,132995.5548072792,791477.7493826549,924473.3041899342,42,0.143860892688314,0.798717310557779
2025-08-12,577.9041137695312,151689.40455027678,823187.2680689312,974876.672619208,42,0.15559855806451067,0.7875729965626765
2025-08-13,578.1930541992188,151689.40455027678,824468.5492044594,976157.9537547362,42,0.15539432319002483,0.7882937604962162
2025-08-14,577.7447509765625,151689.40455027678,821190.6096123178,972880.0141625946,42,0.155917895672719,0.7872056619817471
2025-08-15,575.2041625976562,151689.40455027678,804346.2288960374,956035.6334463143,42,0.15866501126476562,0.7813231409491398
2025-08-18,574.9749755859375,151689.40455027678,793798.9458648935,945488.3504151703,42,0.16043497995894815,0.7852428205613704
2025-08-19,567.1740112304688,151689.40455027678,750157.093017148,901846.4975674248,42,0.16819869563105558,0.7626258934281781
2025-08-20,563.8065185546875,151689.40455027678,726205.836951872,877895.2415021488,42,0.1727875917070972,0.755351896314479
2025-08-21,561.1961669921875,151689.40455027678,700322.3753607938,852011.7799110706,42,0.17803674564934946,0.7531933090541456
2025-08-22,569.85400390625,151689.40455027678,755391.2005293469,907080.6050796238,42,0.16722814235120972,0.7748984763593803
2025-08-25,568.2100830078125,151689.40455027678,743715.7878336667,895405.1923839435,42,0.16940867200738036,0.7706018985234024
2025-08-26,570.4916381835938,151689.40455027678,757901.8151808805,909591.2197311573,42,0.1667665664089312,0.7762302666708291
2025-08-27,571.368408203125,151689.40455027678,762827.039948092,914516.4444983688,42,0.16586842747642616,0.7785167703611711
2025-08-28,574.9451293945312,151689.40455027678,785837.3478533251,937526.7524036019,42,0.16179741448591223,0.7869612864115952
2025-08-29,568.2898559570312,151689.40455027678,745708.8367376202,897398.241287897,42,0.16903242905020677,0.7688168653893906
2025-09-02,563.5275268554688,114013.52463909629,752841.0139328887,866854.538571985,43,0.13152555540277466,0.7555503935840128
2025-09-03,567.9611206054688,114013.52463909629,781320.7663845617,895334.2910236579,43,0.1273418496109892,0.7671579820938216
2025-09-04,573.1019287109375,114013.52463909629,818065.1006784788,932078.6253175752,43,0.12232178867984439,0.7784936916631099
2025-09-05,573.9288330078125,114013.52463909629,822350.4197516144,936363.9443907107,43,0.12176197654992425,0.780942887617851
2025-09-08,576.7284545898438,114013.52463909629,839950.1210520829,953963.6456911792,43,0.11951558652582572,0.7876317791702802
2025-09-09,578.3624877929688,127972.44326189884,836799.6933954421,964772.1366573409,43,0.13264525207505132,0.7866380182620054
2025-09-10,578.5517578125,127972.44326189884,833224.3155692015,961196.7588311003,43,0.13313865458464982,0.789610126511985
2025-09-11,581.919189453125,142834.82057777065,841292.7938148234,984127.614392594,43,0.1451385150552133,0.7925523611109856
2025-09-12,584.4896240234375,186538.65039522687,814471.8691838665,1001010.5195790934,43,0.18635033972836065,0.7749451304496593
2025-09-15,589.4910888671875,186538.65039522687,847078.5297650463,1033617.1801602732,43,0.18047170071834728,0.7863912131843386
2025-09-16,588.9929809570312,186538.65039522687,843122.0858846683,1029660.7362798952,43,0.18116515840856498,0.7852636688687497
2025-09-17,587.8173217773438,186538.65039522687,834522.6663955421,1021061.316790769,43,0.18269093866127872,0.7825867669995317
2025-09-18,593.1176147460938,204791.7652389254,852096.9400437578,1056888.7052826833,43,0.19376852474182726,0.7850881867659751
2025-09-19,597.1326904296875,204791.7652389254,879260.6667447779,1084052.4319837033,43,0.18891315511757836,0.7939114397211942
2025-09-22,600.667724609375,216444.46801218408,890503.796455899,1106948.2644680832,43,0.1955325962014956,0.7966743672213967
2025-09-23,596.6779174804688,216444.46801218408,862424.2159367272,1078868.6839489113,43,0.200621698666743,0.7880319690204598
2025-09-24,594.583251953125,216444.46801218408,847555.012808345,1063999.4808205292,43,0.2034253511526788,0.7833706738539372
2025-09-25,592.0198364257812,216444.46801218408,829598.7543925894,1046043.2224047736,43,0.20691732748346167,0.777551724783114
2025-09-26,594.4535522460938,216444.46801218408,845603.3627214063,1062047.8307335903,43,0.2037991715144119,0.7830610059520581
2025-09-29,597.20654296875,216444.46801218408,862852.1123052316,1079296.5803174158,43,0.20054216047689954,0.7891648148452575
2025-09-30,598.8424072265625,216444.46801218408,873590.0301569422,1090034.4981691262,43,0.1985666218598902,0.7927412887747622
2025-10-01,601.7150268554688,216444.46801218408,892976.3598941974,1109420.8279063816,43,0.19509681319093528,0.7989154691504449
2025-10-02,604.188720703125,216444.46801218408,909722.6069326296,1126167.0749448137,43,0.1921956988689184,0.8041216371566211
2025-10-03,601.645263671875,216444.46801218408,891419.5655527095,1107864.0335648935,43,0.19537096742432136,0.7987727972485072
2025-10-06,606.1636962890625,216444.46801218408,921458.9715768208,1137903.439589005,43,0.19021338760550793,0.8082364141998428
2025-10-07,602.9718627929688,216444.46801218408,898526.3207930962,1114970.7888052803,43,0.19412568489270454,0.8016009646255038
2025-10-08,609.88427734375,216444.46801218408,946730.2893824269,1163174.757394611,43,0.18608078161616654,0.8157789465763287
2025-10-09,609.1461181640625,216444.46801218408,940946.7983518018,1157391.2663639858,43,0.1870106283868526,0.8143204298287029
2025-10-10,588.0000610351562,216444.46801218408,823740.7534965235,1040185.2215087076,43,0.20808262176446637,0.7549707653345177
2025-10-13,600.4782104492188,216444.46801218408,918845.5703511229,1135290.038363307,43,0.19065125271795888,0.7761664881474618
2025-10-14,596.4783935546875,162306.60564638628,947954.5625739305,1110261.1682203168,44,0.14618777121292478,0.7659093114026313
2025-10-15,600.6876220703125,162306.60564638628,977304.8559424871,1139611.4615888735,44,0.1424227564542871,0.7746570745703963
2025-10-16,598.4633178710938,162306.60564638628,961162.5097127124,1123469.1153590987,44,0.14446912997203987,0.7699264799410019
2025-10-17,602.393310546875,162306.60564638628,989806.2947228089,1152112.9003691953,44,0.14087734422067058,0.7775472829712602
2025-10-20,609.98388671875,162306.60564638628,1047627.1965116373,1209933.8021580237,44,0.13414502955194585,0.7906207780248294
2025-10-21,609.8244018554688,162306.60564638628,1045808.3994248464,1208115.0050712326,44,0.13434698266728043,0.7903434995883104
2025-10-22,603.9493408203125,162306.60564638628,1006150.0779586927,1168456.683605079,44,0.1389068229261321,0.7774650893123064
2025-10-23,609.0264282226562,162306.60564638628,1044181.7861870573,1206488.3918334437,44,0.13452811211862267,0.7866145764310762
2025-10-24,615.52978515625,162306.60564638628,1092834.6116978466,1255141.2173442328,44,0.1293134217915436,0.7981326351190569
2025-10-27,626.4918823242188,162306.60564638628,1166520.7717603417,1328827.377406728,44,0.12214273155865858,0.8205386288784914
2025-10-28,631.3095703125,162306.60564638628,1195721.4478566737,1358028.05350306,44,0.11951638644556216,0.8322113396689972
2025-10-29,634.15234375,162306.60564638628,1214999.7315004717,1377306.337146858,44,0.11784350457764577,0.8380183175348482
2025-10-30,624.45703125,162306.60564638628,1145448.6930062703,1307755.2986526566,44,0.12411083771834547,0.8189912481597434
2025-10-31,627.4693603515625,162306.60564638628,1168086.7728568404,1330393.3785032267,44,0.12199895780373701,0.8240277391375309
2025-11-03,630.4716796875,162306.60564638628,1187864.3891348697,1350170.994781256,44,0.12021188891906386,0.829887541941223
2025-11-04,617.6743774414062,104447.654853666,1160707.7381053658,1265155.3929590317,45,0.08255717474307776,0.7986168325713936
2025-11-05,621.6941528320312,104447.654853666,1188445.3089521762,1292892.9638058422,45,0.08078600300074897,0.8071455508200668
2025-11-06,610.1136474609375,104447.654853666,1110827.8790412978,1215275.5338949638,45,0.08594565754064905,0.7809547960850978
2025-11-07,608.1885375976562,104447.654853666,1095873.2042801443,1200320.8591338103,45,0.08701644569356126,0.7771577800399558
2025-11-10,621.6442260742188,104447.654853666,1211719.2538126863,1316166.9086663523,45,0.0793574539565813,0.796745191530664
2025-11-11,619.9884643554688,104447.654853666,1198480.441850597,1302928.096704263,45,0.0801637904024518,0.7937667672633356
2025-11-12,619.4996948242188,104447.654853666,1186702.5121997586,1291150.1670534245,45,0.08089504808881322,0.7955593570092527
2025-11-13,606.8519897460938,104447.654853666,1103021.517986014,1207469.17283968,45,0.08650130140219645,0.7678036502384417
2025-11-14,607.310791015625,104447.654853666,1104638.2610825964,1209085.9159362623,45,0.08638563519515186,0.7690218109315102
2025-11-17,602.1240234375,104447.654853666,1059922.2744210828,1164369.9292747488,45,0.0897031538067316,0.7601799785270614
